county_name,year,swis_code,muni_name,muni_type,school_code,school_name,print_key,total_av,sale_date,sale_price,arms_length_flag,prop_class_at_sale,prop_class_desc_at_sale,buyer_state,ownership_code,std_date,merged_swis_print,hpi,_merge,adjusted_amt
essex,2013,154003,Saranac Lake,4,164601,Saranac Lake,32.182-1-1.000,700,2013-09-30,65000,Y,311,Residential Vacant Land,NY,,2013-09-30,32.182-1-1.000154003,0.7651092659148181,both,49732.10228446317
essex,2013,152400,Elizabethtown,3,152401,Elizabethtown,55.84-2-3.020,32200,2013-11-08,15000,Y,312,Residential Land Including a Small Improvement,NY,,2013-11-08,55.84-2-3.020152400,0.7651092659148181,both,11476.638988722272
essex,2013,155200,Willsboro,3,155201,Willsboro,21.9-4-6.001,27200,2013-12-07,30000,Y,270,Mobile Home,CT,,2013-12-07,21.9-4-6.001155200,0.7651092659148181,both,22953.277977444544
fulton,2013,173089,Mayfield,0,172201,Broadalbin-Perth,152.-6-10,69800,2013-02-24,45000,Y,210,One Family Year-Round Residence,NY,,2013-02-24,152.-6-10173089,0.763744427934621,both,34368.49925705795
fulton,2013,173089,Mayfield,0,173001,Mayfield,150.-3-5.2,39000,2013-09-03,50500,Y,322,Residential Vacant Land Over 10 Acres,NY,,2013-09-03,150.-3-5.2173089,0.763744427934621,both,38569.093610698365
fulton,2013,172800,Johnstown,3,170500,Gloversville,148.-2-43.2,10900,2013-10-17,150000,Y,721,Sand and Gravel,NY,,2013-10-17,148.-2-43.2172800,0.763744427934621,both,114561.66419019316
fulton,2013,172800,Johnstown,3,173001,Mayfield,134.12-7-3,58900,2013-10-30,67000,Y,210,One Family Year-Round Residence,NY,,2013-10-30,134.12-7-3172800,0.763744427934621,both,51170.87667161961
fulton,2013,173201,Northville,4,173201,Northville,32.6-5-8.111,76200,2013-10-31,122000,Y,260,Seasonal Residences,NY,W,2013-10-31,32.6-5-8.111173201,0.763744427934621,both,93176.82020802377
fulton,2013,172600,Ephratah,3,273803,Oppenheim-Ephratah-St.Johnsvil,145.-1-29,34800,2013-11-29,70000,Y,312,Residential Land Including a Small Improvement,NY,,2013-11-29,145.-1-29172600,0.763744427934621,both,53462.109955423475
fulton,2013,172800,Johnstown,3,172201,Broadalbin-Perth,163.-1-39.2,66200,2013-12-18,87450,Y,210,One Family Year-Round Residence,NY,,2013-12-18,163.-1-39.2172800,0.763744427934621,both,66789.45022288262
fulton,2013,173089,Mayfield,0,173001,Mayfield,119.-4-29,80300,2013-12-23,50000,Y,210,One Family Year-Round Residence,NY,,2013-12-23,119.-4-29173089,0.763744427934621,both,38187.22139673105
fulton,2013,173289,Northampton,0,173201,Northville,32.14-3-13.22,116000,2013-12-29,195000,Y,210,One Family Year-Round Residence,NY,,2013-12-29,32.14-3-13.22173289,0.763744427934621,both,148930.1634472511
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,112.019-2-45.300,268400,2019-01-03,259000,Y,311,Residential Vacant Land,NY,W,2019-01-03,112.019-2-45.300203089,0.8802586591348299,both,227986.99271592096
hamilton,2019,202200,Benson,3,173201,Northville,154.020-1-33.200,202800,2019-01-03,205000,Y,210,One Family Year-Round Residence,NY,,2019-01-03,154.020-1-33.200202200,0.8802586591348299,both,180453.02512264013
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.010-1-10.100,15100,2019-01-03,19000,Y,311,Residential Vacant Land,NY,,2019-01-03,65.010-1-10.100202600,0.8802586591348299,both,16724.91452356177
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.008-1-13.111,180700,2019-01-03,220000,Y,311,Residential Vacant Land,NY,W,2019-01-03,65.008-1-13.111202600,0.8802586591348299,both,193656.9050096626
hamilton,2019,203400,Morehouse,3,213803,Poland,124.000-1-25.210,30800,2019-01-04,23800,Y,260,Seasonal Residences,NY,,2019-01-04,124.000-1-25.210203400,0.8802586591348299,both,20950.156087408952
hamilton,2019,202800,Inlet,3,202801,Inlet,59.012-2-26,475000,2019-01-10,532500,Y,210,One Family Year-Round Residence,NY,,2019-01-10,59.012-2-26202800,0.8802586591348299,both,468737.7359892969
hamilton,2019,202200,Benson,3,173201,Northville,153.020-1-6,218000,2019-01-11,250000,Y,210,One Family Year-Round Residence,NY,,2019-01-11,153.020-1-6202200,0.8802586591348299,both,220064.66478370747
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,46.007-3-16.100,771000,2019-01-11,848000,Y,482,Downtown Row Type (detached),NJ,W,2019-01-11,46.007-3-16.100202600,0.8802586591348299,both,746459.3429463358
hamilton,2019,202800,Inlet,3,202801,Inlet,69.000-1-1.110,344200,2019-01-14,1100000,Y,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,NV,,2019-01-14,69.000-1-1.110202800,0.8802586591348299,both,968284.525048313
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.020-2-6.120,129600,2019-01-16,155000,Y,210,One Family Year-Round Residence,NY,,2019-01-16,65.020-2-6.120202600,0.8802586591348299,both,136440.09216589865
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.017-2-8,99100,2019-01-25,126000,Y,210,One Family Year-Round Residence,NY,,2019-01-25,56.017-2-8202600,0.8802586591348299,both,110912.59105098857
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,105.000-2-2.211,33000,2019-01-25,30000,Y,311,Residential Vacant Land,NY,,2019-01-25,105.000-2-2.211203001,0.8802586591348299,both,26407.7597740449
hamilton,2019,203600,Wells,3,203601,Wells,130.070-1-60.100,24400,2019-01-28,17500,Y,311,Residential Vacant Land,CT,,2019-01-28,130.070-1-60.100203600,0.8802586591348299,both,15404.526534859524
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.017-1-3.100,240900,2019-01-29,250000,Y,210,One Family Year-Round Residence,NY,,2019-01-29,56.017-1-3.100202600,0.8802586591348299,both,220064.66478370747
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.056-1-7,652000,2019-01-31,610000,Y,210,One Family Year-Round Residence,PA,W,2019-01-31,113.056-1-7203001,0.8802586591348299,both,536957.7820722463
hamilton,2019,202800,Inlet,3,202801,Inlet,59.016-10-39.100,80300,2019-02-04,32000,Y,210,One Family Year-Round Residence,NY,,2019-02-04,59.016-10-39.100202800,0.8802586591348299,both,28168.277092314558
hamilton,2019,202800,Inlet,3,202801,Inlet,59.016-2-12.200,180000,2019-02-05,350000,Y,210,One Family Year-Round Residence,NY,,2019-02-05,59.016-2-12.200202800,0.8802586591348299,both,308090.5306971905
hamilton,2019,202000,Arietta,3,202001,Piseco,127.015-1-8.212,43000,2019-02-07,86000,Y,311,Residential Vacant Land,NY,,2019-02-07,127.015-1-8.212202000,0.8802586591348299,both,75702.24468559537
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.019-2-19,201000,2019-02-08,125000,Y,270,Mobile Home,NY,W,2019-02-08,56.019-2-19202600,0.8802586591348299,both,110032.33239185374
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.019-2-18.100,431900,2019-02-15,470000,Y,210,One Family Year-Round Residence,NY,W,2019-02-15,56.019-2-18.100202600,0.8802586591348299,both,413721.5697933701
hamilton,2019,202000,Arietta,3,202001,Piseco,127.011-1-28,360000,2019-02-15,260000,Y,260,Seasonal Residences,NY,W,2019-02-15,127.011-1-28202000,0.8802586591348299,both,228867.25137505578
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,113.018-1-16.111,150900,2019-02-23,205900,Y,260,Seasonal Residences,NJ,,2019-02-23,113.018-1-16.111203089,0.8802586591348299,both,181245.25791586147
hamilton,2019,202800,Inlet,3,202801,Inlet,59.016-10-41,34000,2019-02-27,60000,Y,312,Residential Land Including a Small Improvement,NY,,2019-02-27,59.016-10-41202800,0.8802586591348299,both,52815.5195480898
hamilton,2019,202800,Inlet,3,202801,Inlet,60.017-1-1.120,69100,2019-03-03,80000,Y,311,Residential Vacant Land,NY,,2019-03-03,60.017-1-1.120202800,0.8802586591348299,both,70420.6927307864
hamilton,2019,203400,Morehouse,3,213803,Poland,134.009-1-2.100,116800,2019-03-04,145000,Y,210,One Family Year-Round Residence,NJ,,2019-03-04,134.009-1-2.100203400,0.8802586591348299,both,127637.50557455033
hamilton,2019,202800,Inlet,3,202801,Inlet,50.020-3-25,400000,2019-03-07,317000,Y,210,One Family Year-Round Residence,TX,,2019-03-07,50.020-3-25202800,0.8802586591348299,both,279041.9949457411
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.032-1-18.100,161000,2019-03-11,140000,Y,210,One Family Year-Round Residence,NY,,2019-03-11,113.032-1-18.100203001,0.8802586591348299,both,123236.21227887619
hamilton,2019,203600,Wells,3,203601,Wells,130.070-1-57.100,26700,2019-03-14,17500,Y,311,Residential Vacant Land,NJ,,2019-03-14,130.070-1-57.100203600,0.8802586591348299,both,15404.526534859524
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.012-1-5.200,103000,2019-03-14,85500,Y,210,One Family Year-Round Residence,NY,,2019-03-14,65.012-1-5.200202600,0.8802586591348299,both,75262.11535602796
hamilton,2019,202800,Inlet,3,202801,Inlet,59.007-1-53.100,232500,2019-03-14,215000,Y,210,One Family Year-Round Residence,NY,,2019-03-14,59.007-1-53.100202800,0.8802586591348299,both,189255.61171398844
hamilton,2019,202400,Hope,3,173201,Northville,155.010-1-2.120,141100,2019-03-15,94500,Y,260,Seasonal Residences,NY,,2019-03-15,155.010-1-2.120202400,0.8802586591348299,both,83184.44328824143
hamilton,2019,203600,Wells,3,203601,Wells,130.018-2-22,100000,2019-03-26,155000,Y,260,Seasonal Residences,NY,,2019-03-26,130.018-2-22203600,0.8802586591348299,both,136440.09216589865
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.048-3-8.211,345300,2019-03-27,333000,Y,421,Restaurants,NY,,2019-03-27,113.048-3-8.211203001,0.8802586591348299,both,293126.13349189836
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.048-3-7.110,8700,2019-03-27,10000,Y,311,Residential Vacant Land,NY,W,2019-03-27,113.048-3-7.110203001,0.8802586591348299,both,8802.5865913483
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,113.006-1-37.127,81800,2019-04-01,65000,Y,260,Seasonal Residences,NY,,2019-04-01,113.006-1-37.127203089,0.8802586591348299,both,57216.812843763946
hamilton,2019,203600,Wells,3,203601,Wells,130.048-1-12.100,63000,2019-04-02,73000,Y,270,Mobile Home,NY,,2019-04-02,130.048-1-12.100203600,0.8802586591348299,both,64258.882116842586
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.006-1-2,141200,2019-04-04,120000,Y,260,Seasonal Residences,NY,,2019-04-04,65.006-1-2202600,0.8802586591348299,both,105631.0390961796
hamilton,2019,202800,Inlet,3,202801,Inlet,59.016-2-13.111,132700,2019-04-04,215000,Y,210,One Family Year-Round Residence,NY,,2019-04-04,59.016-2-13.111202800,0.8802586591348299,both,189255.61171398844
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.040-2-7.100,73700,2019-04-05,74000,Y,210,One Family Year-Round Residence,NY,,2019-04-05,113.040-2-7.100203001,0.8802586591348299,both,65139.140775977416
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.018-1-1,80700,2019-04-05,115700,Y,210,One Family Year-Round Residence,NY,,2019-04-05,56.018-1-1202600,0.8802586591348299,both,101845.92686189982
hamilton,2019,202800,Inlet,3,202801,Inlet,59.007-3-8,398600,2019-04-08,418000,Y,210,One Family Year-Round Residence,NY,,2019-04-08,59.007-3-8202800,0.8802586591348299,both,367948.1195183589
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,55.013-1-12.115,189200,2019-04-15,192500,Y,210,One Family Year-Round Residence,MA,W,2019-04-15,55.013-1-12.115202600,0.8802586591348299,both,169449.79188345477
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,55.015-1-7,115800,2019-04-19,60000,Y,311,Residential Vacant Land,NY,W,2019-04-19,55.015-1-7202600,0.8802586591348299,both,52815.5195480898
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.019-4-46.200,138800,2019-04-22,145000,Y,210,One Family Year-Round Residence,NY,,2019-04-22,56.019-4-46.200202600,0.8802586591348299,both,127637.50557455033
hamilton,2019,203600,Wells,3,203601,Wells,130.010-2-2.114,200000,2019-05-01,299000,Y,210,One Family Year-Round Residence,NY,,2019-05-01,130.010-2-2.114203600,0.8802586591348299,both,263197.33908131416
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,105.019-1-2,66300,2019-05-01,39000,Y,210,One Family Year-Round Residence,NY,,2019-05-01,105.019-1-2203001,0.8802586591348299,both,34330.08770625837
hamilton,2019,202800,Inlet,3,202801,Inlet,59.012-2-18,425000,2019-05-03,435000,Y,210,One Family Year-Round Residence,NY,,2019-05-03,59.012-2-18202800,0.8802586591348299,both,382912.51672365103
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,112.019-1-18,583300,2019-05-17,325000,Y,210,One Family Year-Round Residence,NY,W,2019-05-17,112.019-1-18203089,0.8802586591348299,both,286084.0642188197
hamilton,2019,202800,Inlet,3,202801,Inlet,59.012-1-4,195000,2019-05-20,170000,Y,210,One Family Year-Round Residence,NY,,2019-05-20,59.012-1-4202800,0.8802586591348299,both,149643.97205292108
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,73.016-1-1,125200,2019-05-23,140000,Y,210,One Family Year-Round Residence,NY,,2019-05-23,73.016-1-1202600,0.8802586591348299,both,123236.21227887619
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,46.007-2-14,183800,2019-06-01,239000,Y,210,One Family Year-Round Residence,NY,,2019-06-01,46.007-2-14202600,0.8802586591348299,both,210381.81953322436
hamilton,2019,202800,Inlet,3,202801,Inlet,59.012-2-8,375000,2019-06-03,383000,Y,210,One Family Year-Round Residence,MA,,2019-06-03,59.012-2-8202800,0.8802586591348299,both,337139.06644863985
hamilton,2019,202800,Inlet,3,202801,Inlet,59.012-2-31,375000,2019-06-05,375000,Y,210,One Family Year-Round Residence,MA,,2019-06-05,59.012-2-31202800,0.8802586591348299,both,330096.9971755612
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.015-1-68.212,282500,2019-06-07,287000,Y,210,One Family Year-Round Residence,NY,W,2019-06-07,56.015-1-68.212202600,0.8802586591348299,both,252634.2351716962
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.017-3-10.600,51000,2019-06-07,23000,Y,270,Mobile Home,NY,,2019-06-07,56.017-3-10.600202600,0.8802586591348299,both,20245.94916010109
hamilton,2019,202200,Benson,3,173201,Northville,153.020-2-17,55000,2019-06-11,69000,Y,311,Residential Vacant Land,PA,,2019-06-11,153.020-2-17202200,0.8802586591348299,both,60737.847480303266
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,113.014-1-3,267700,2019-06-12,200000,Y,417,"Camps, Cottages, Bungalows",ME,,2019-06-12,113.014-1-3203089,0.8802586591348299,both,176051.731826966
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.015-1-9,109400,2019-06-18,70000,Y,311,Residential Vacant Land,NY,W,2019-06-18,65.015-1-9202600,0.8802586591348299,both,61618.106139438096
hamilton,2019,202000,Arietta,3,202001,Piseco,119.011-1-26,71000,2019-06-21,55000,Y,260,Seasonal Residences,NY,,2019-06-21,119.011-1-26202000,0.8802586591348299,both,48414.22625241565
hamilton,2019,202200,Benson,3,173201,Northville,153.020-2-18,55000,2019-06-25,71000,Y,311,Residential Vacant Land,NY,,2019-06-25,153.020-2-18202200,0.8802586591348299,both,62498.364798572926
hamilton,2019,202200,Benson,3,173201,Northville,153.020-2-4,170000,2019-06-25,165000,Y,311,Residential Vacant Land,NY,W,2019-06-25,153.020-2-4202200,0.8802586591348299,both,145242.67875724693
hamilton,2019,202800,Inlet,3,202801,Inlet,50.020-3-8,352500,2019-06-28,350000,Y,210,One Family Year-Round Residence,NY,,2019-06-28,50.020-3-8202800,0.8802586591348299,both,308090.5306971905
hamilton,2019,203600,Wells,3,203601,Wells,130.014-1-9.212,140800,2019-06-28,182500,Y,260,Seasonal Residences,NY,W,2019-06-28,130.014-1-9.212203600,0.8802586591348299,both,160647.20529210646
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,46.008-1-33,43500,2019-06-28,43500,Y,311,Residential Vacant Land,NY,,2019-06-28,46.008-1-33202600,0.8802586591348299,both,38291.2516723651
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.006-1-4.200,13000,2019-06-29,24000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,,2019-06-29,65.006-1-4.200202600,0.8802586591348299,both,21126.20781923592
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,105.018-2-2,55900,2019-07-01,70000,Y,210,One Family Year-Round Residence,NY,,2019-07-01,105.018-2-2203089,0.8802586591348299,both,61618.106139438096
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.020-2-1,86800,2019-08-01,110000,Y,210,One Family Year-Round Residence,NY,,2019-08-01,56.020-2-1202600,0.8802586591348299,both,96828.4525048313
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,46.000-1-1.120,1220000,2019-08-07,1132350,Y,210,One Family Year-Round Residence,FL,W,2019-08-07,46.000-1-1.120202600,0.8802586591348299,both,996760.8926713247
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.066-1-2.114,632600,2019-08-08,427000,Y,210,One Family Year-Round Residence,NY,W,2019-08-08,113.066-1-2.114203001,0.8802586591348299,both,375870.4474505724
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,113.017-1-2.211,648500,2019-08-12,710000,Y,210,One Family Year-Round Residence,NY,W,2019-08-12,113.017-1-2.211203089,0.8802586591348299,both,624983.6479857293
hamilton,2019,202800,Inlet,3,202801,Inlet,60.013-3-9.100,842400,2019-08-13,850000,Y,200,Residential,NY,W,2019-08-13,60.013-3-9.100202800,0.8802586591348299,both,748219.8602646055
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,120.014-1-38.111,123000,2019-08-13,135000,Y,210,One Family Year-Round Residence,NY,,2019-08-13,120.014-1-38.111203089,0.8802586591348299,both,118834.91898320203
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,65.012-1-14,125000,2019-08-13,120000,Y,210,One Family Year-Round Residence,NY,,2019-08-13,65.012-1-14202600,0.8802586591348299,both,105631.0390961796
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,113.017-1-13.112,467300,2019-08-15,425000,Y,210,One Family Year-Round Residence,NJ,W,2019-08-15,113.017-1-13.112203089,0.8802586591348299,both,374109.93013230275
hamilton,2019,203600,Wells,3,203601,Wells,130.013-1-10,85000,2019-08-16,200000,Y,210,One Family Year-Round Residence,TX,,2019-08-16,130.013-1-10203600,0.8802586591348299,both,176051.731826966
hamilton,2019,202000,Arietta,3,202001,Piseco,127.011-1-25,385000,2019-08-19,385000,Y,260,Seasonal Residences,NY,W,2019-08-19,127.011-1-25202000,0.8802586591348299,both,338899.58376690955
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,66.005-1-9,34500,2019-08-22,21000,Y,311,Residential Vacant Land,NY,,2019-08-22,66.005-1-9202600,0.8802586591348299,both,18485.43184183143
hamilton,2019,202000,Arietta,3,202001,Piseco,120.017-5-4,153000,2019-08-27,125000,Y,260,Seasonal Residences,NY,W,2019-08-27,120.017-5-4202000,0.8802586591348299,both,110032.33239185374
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.040-1-15.120,91800,2019-08-27,135000,Y,210,One Family Year-Round Residence,NJ,,2019-08-27,113.040-1-15.120203001,0.8802586591348299,both,118834.91898320203
hamilton,2019,203089,Lake Pleasant,0,203001,Lake Pleasant,112.020-1-5.112,399200,2019-09-04,544000,Y,210,One Family Year-Round Residence,NY,W,2019-09-04,112.020-1-5.112203089,0.8802586591348299,both,478860.7105693475
hamilton,2019,203600,Wells,3,203601,Wells,130.018-1-15,112100,2019-09-05,202500,Y,210,One Family Year-Round Residence,FL,,2019-09-05,130.018-1-15203600,0.8802586591348299,both,178252.37847480306
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,39.020-1-21,143200,2019-09-10,151000,Y,210,One Family Year-Round Residence,GA,,2019-09-10,39.020-1-21202600,0.8802586591348299,both,132919.05752935933
hamilton,2019,202000,Arietta,3,202001,Piseco,119.012-1-2.110,211000,2019-09-17,287000,Y,210,One Family Year-Round Residence,NY,,2019-09-17,119.012-1-2.110202000,0.8802586591348299,both,252634.2351716962
hamilton,2019,203600,Wells,3,203601,Wells,130.014-2-27.100,86400,2019-09-17,147000,Y,210,One Family Year-Round Residence,NY,,2019-09-17,130.014-2-27.100203600,0.8802586591348299,both,129398.02289282
hamilton,2019,202800,Inlet,3,202801,Inlet,60.017-3-16,79600,2019-09-24,80000,Y,312,Residential Land Including a Small Improvement,NV,,2019-09-24,60.017-3-16202800,0.8802586591348299,both,70420.6927307864
hamilton,2019,203600,Wells,3,203601,Wells,130.010-1-3,38200,2019-09-27,34000,Y,270,Mobile Home,NY,,2019-09-27,130.010-1-3203600,0.8802586591348299,both,29928.794410584218
hamilton,2019,203001,Speculator,4,203001,Lake Pleasant,113.041-3-3.110,386400,2019-09-27,475000,Y,570,Marinas,NY,,2019-09-27,113.041-3-3.110203001,0.8802586591348299,both,418122.86308904423
hamilton,2019,202600,Indian Lake,3,202601,Indian Lake,56.017-3-10.210,24900,2019-09-28,12000,Y,311,Residential Vacant Land,NY,,2019-09-28,56.017-3-10.210202600,0.8802586591348299,both,10563.10390961796
hamilton,2019,203600,Wells,3,203601,Wells,130.010-1-37.120,168000,2019-09-30,153700,Y,210,One Family Year-Round Residence,NY,,2019-09-30,130.010-1-37.120203600,0.8802586591348299,both,135295.75590902337
