county_name,year,swis_code,muni_name,muni_type,school_code,school_name,print_key,total_av,sale_date,sale_price,arms_length_flag,prop_class_at_sale,prop_class_desc_at_sale,buyer_state,ownership_code,std_date,merged_swis_print,hpi,adjusted_amt
clinton,2015,092889,Champlain,0,093001,Chazy,64.-1-24,187600,2015-07-16,210000,Y,210,One Family Year-Round Residence,NY,W,2015-07-16,64.-1-24092889,0.8057862220155451,169215.10662326447
clinton,2015,092400,Beekmantown,3,092401,Beekmantown,139.3-1-12,346400,2015-08-07,287500,Y,210,One Family Year-Round Residence,NY,W,2015-08-07,139.3-1-12092400,0.8057862220155451,231663.5388294692
clinton,2015,093000,Chazy,3,093001,Chazy,94.-1-31.2,229100,2015-08-13,195000,Y,210,One Family Year-Round Residence,NY,W,2015-08-13,94.-1-31.2093000,0.8057862220155451,157128.3132930313
clinton,2015,092889,Champlain,0,092801,Northeastern Clinton,50.4-1-50,135000,2015-09-14,135000,Y,260,Seasonal Residences,NY,W,2015-09-14,50.4-1-50092889,0.8057862220155451,108781.13997209858
clinton,2015,092889,Champlain,0,092801,Northeastern Clinton,50.4-1-27,240000,2015-09-21,250000,Y,210,One Family Year-Round Residence,NY,W,2015-09-21,50.4-1-27092889,0.8057862220155451,201446.55550388625
clinton,2015,092400,Beekmantown,3,092401,Beekmantown,139.4-1-4,167200,2015-10-02,152290,Y,210,One Family Year-Round Residence,NY,W,2015-10-02,139.4-1-4092400,0.8057862220155451,122713.18375074735
clinton,2015,092400,Beekmantown,3,092401,Beekmantown,154.-1-23.11,297600,2015-10-09,339000,Y,210,One Family Year-Round Residence,NY,W,2015-10-09,154.-1-23.11092400,0.8057862220155451,273161.5292632698
clinton,2015,092889,Champlain,0,092801,Northeastern Clinton,50.4-1-48,277000,2015-11-05,340000,Y,210,One Family Year-Round Residence,NY,W,2015-11-05,50.4-1-48092889,0.8057862220155451,273967.3154852853
clinton,2015,093000,Chazy,3,093001,Chazy,80.1-1-4,442100,2015-12-22,350000,Y,210,One Family Year-Round Residence,ny,W,2015-12-22,80.1-1-4093000,0.8057862220155451,282025.1777054408
clinton,2016,092889,Champlain,0,092801,Northeastern Clinton,49.-2-15.32,350000,2016-03-25,355000,Y,220,Two Family Year-Round Residence,ny,W,2016-03-25,49.-2-15.32092889,0.800571314688102,284202.8167142762
clinton,2016,093000,Chazy,3,093001,Chazy,80.1-1-24,97300,2016-05-18,89900,Y,210,One Family Year-Round Residence,NY,W,2016-05-18,80.1-1-24093000,0.800571314688102,71971.36119046037
clinton,2016,093000,Chazy,3,093001,Chazy,109.4-1-11,210000,2016-06-15,245000,Y,210,One Family Year-Round Residence,QC,W,2016-06-15,109.4-1-11093000,0.800571314688102,196139.972098585
clinton,2016,093000,Chazy,3,093001,Chazy,109.2-1-11,248400,2016-09-19,236000,Y,210,One Family Year-Round Residence,NY,W,2016-09-19,109.2-1-11093000,0.800571314688102,188934.8302663921
clinton,2016,093000,Chazy,3,093001,Chazy,109.2-1-10,25000,2016-09-19,22500,Y,311,Residential Vacant Land,NY,W,2016-09-19,109.2-1-10093000,0.800571314688102,18012.854580482297
clinton,2016,092400,Beekmantown,3,092401,Beekmantown,139.-1-3,100100,2016-09-26,264500,Y,210,One Family Year-Round Residence,FL,W,2016-09-26,139.-1-3092400,0.800571314688102,211751.112735003
clinton,2016,093000,Chazy,3,093001,Chazy,80.1-1-26.1,99800,2016-09-27,82500,Y,210,One Family Year-Round Residence,NY,W,2016-09-27,80.1-1-26.1093000,0.800571314688102,66047.13346176842
clinton,2016,092889,Champlain,0,093001,Chazy,64.-1-18,195000,2016-09-29,210000,Y,220,Two Family Year-Round Residence,NY,W,2016-09-29,64.-1-18092889,0.800571314688102,168119.97608450142
clinton,2016,093000,Chazy,3,093001,Chazy,80.1-1-22,145000,2016-10-18,128000,Y,210,One Family Year-Round Residence,PA,W,2016-10-18,80.1-1-22093000,0.800571314688102,102473.12828007706
clinton,2016,092400,Beekmantown,3,092401,Beekmantown,154.2-1-17.4,334600,2016-10-20,277500,Y,210,One Family Year-Round Residence,FL,W,2016-10-20,154.2-1-17.4092400,0.800571314688102,222158.53982594833
clinton,2016,093000,Chazy,3,093001,Chazy,80.1-1-23,80000,2016-10-29,50000,Y,270,Mobile Home,NY,W,2016-10-29,80.1-1-23093000,0.800571314688102,40028.5657344051
clinton,2016,093000,Chazy,3,093001,Chazy,138.-2-20.332,247400,2016-11-03,240000,Y,210,One Family Year-Round Residence,NY,W,2016-11-03,138.-2-20.332093000,0.800571314688102,192137.1155251445
clinton,2016,092400,Beekmantown,3,092401,Beekmantown,139.1-1-63,306800,2016-12-07,200000,Y,210,One Family Year-Round Residence,NY,W,2016-12-07,139.1-1-63092400,0.800571314688102,160114.2629376204
clinton,2017,092889,Champlain,0,093001,Chazy,64.-1-14,24700,2017-01-12,50000,Y,570,Marinas,NY,W,2017-01-12,64.-1-14092889,0.8210655683252508,41053.27841626254
clinton,2017,092200,Ausable,3,094001,Peru,294.10-1-2.4,164500,2017-03-30,180000,Y,260,Seasonal Residences,NY,W,2017-03-30,294.10-1-2.4092200,0.8210655683252508,147791.80229854514
clinton,2017,093000,Chazy,3,093001,Chazy,95.-1-72,357900,2017-04-13,285000,Y,210,One Family Year-Round Residence,NY,W,2017-04-13,95.-1-72093000,0.8210655683252508,234003.68697269648
clinton,2017,092803,Rouses Point,4,092801,Northeastern Clinton,35.7-1-20,200000,2017-05-01,280000,Y,210,One Family Year-Round Residence,NY,W,2017-05-01,35.7-1-20092803,0.8210655683252508,229898.35913107023
clinton,2017,092400,Beekmantown,3,092401,Beekmantown,154.2-1-22,180300,2017-05-05,150500,Y,260,Seasonal Residences,NY,W,2017-05-05,154.2-1-22092400,0.8210655683252508,123570.36803295024
clinton,2017,093000,Chazy,3,093001,Chazy,80.1-1-18,135200,2017-05-18,65000,Y,311,Residential Vacant Land,NY,W,2017-05-18,80.1-1-18093000,0.8210655683252508,53369.2619411413
clinton,2017,093000,Chazy,3,093001,Chazy,124.4-1-30,284200,2017-06-02,230000,Y,280,Residential - Multi_Purpose/Multi-Structure,NY,W,2017-06-02,124.4-1-30093000,0.8210655683252508,188845.08071480767
clinton,2017,092889,Champlain,0,092801,Northeastern Clinton,49.-2-15.312,148100,2017-08-29,187000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,W,2017-08-29,49.-2-15.312092889,0.8210655683252508,153539.2612768219
clinton,2017,092889,Champlain,0,092801,Northeastern Clinton,49.4-1-11,93800,2017-10-11,120000,Y,210,One Family Year-Round Residence,NY,W,2017-10-11,49.4-1-11092889,0.8210655683252508,98527.8681990301
clinton,2017,092889,Champlain,0,092801,Northeastern Clinton,49.-2-10.16,112000,2017-10-24,149900,Y,210,One Family Year-Round Residence,NY,W,2017-10-24,49.-2-10.16092889,0.8210655683252508,123077.7286919551
clinton,2017,092400,Beekmantown,3,092401,Beekmantown,139.1-1-34.1,309100,2017-10-25,330000,Y,210,One Family Year-Round Residence,WI,W,2017-10-25,139.1-1-34.1092400,0.8210655683252508,270951.63754733274
clinton,2017,092200,Ausable,3,094001,Peru,294.10-1-14,235000,2017-11-06,245000,Y,210,One Family Year-Round Residence,NJ,W,2017-11-06,294.10-1-14092200,0.8210655683252508,201161.06423968644
clinton,2017,092889,Champlain,0,093001,Chazy,49.4-3-2.2,99700,2017-11-13,129000,Y,570,Marinas,NY,W,2017-11-13,49.4-3-2.2092889,0.8210655683252508,105917.45831395735
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,167.4-2-10,256000,2018-03-27,250000,Y,210,One Family Year-Round Residence,MA,W,2018-03-27,167.4-2-10092400,0.8532186275161098,213304.65687902743
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,154.2-1-21,185400,2018-07-02,185000,Y,210,One Family Year-Round Residence,NY,W,2018-07-02,154.2-1-21092400,0.8532186275161098,157845.4460904803
clinton,2018,093000,Chazy,3,093001,Chazy,124.4-1-6,14600,2018-07-24,19000,Y,311,Residential Vacant Land,NY,W,2018-07-24,124.4-1-6093000,0.8532186275161098,16211.153922806086
clinton,2018,093000,Chazy,3,093001,Chazy,109.4-1-7,128100,2018-07-31,169500,Y,210,One Family Year-Round Residence,NY,W,2018-07-31,109.4-1-7093000,0.8532186275161098,144620.5573639806
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,154.-1-15.2,114500,2018-07-31,140000,Y,210,One Family Year-Round Residence,NY,W,2018-07-31,154.-1-15.2092400,0.8532186275161098,119450.60785225537
clinton,2018,093000,Chazy,3,093001,Chazy,80.-1-3,88900,2018-08-02,135000,Y,260,Seasonal Residences,NY,W,2018-08-02,80.-1-3093000,0.8532186275161098,115184.51471467482
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,139.1-1-40,384100,2018-09-06,162500,Y,260,Seasonal Residences,NY,W,2018-09-06,139.1-1-40092400,0.8532186275161098,138648.02697136783
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,139.1-1-53,209900,2018-09-21,240000,Y,260,Seasonal Residences,NY,W,2018-09-21,139.1-1-53092400,0.8532186275161098,204772.47060386636
clinton,2018,093000,Chazy,3,093001,Chazy,95.-1-18,390000,2018-10-29,400000,Y,210,One Family Year-Round Residence,NY,W,2018-10-29,95.-1-18093000,0.8532186275161098,341287.45100644394
clinton,2018,092400,Beekmantown,3,092401,Beekmantown,139.1-1-30,218500,2018-12-03,260000,Y,260,Seasonal Residences,CT,W,2018-12-03,139.1-1-30092400,0.8532186275161098,221836.84315418854
clinton,2018,092889,Champlain,0,092801,Northeastern Clinton,50.-1-15,200000,2018-12-28,295000,Y,210,One Family Year-Round Residence,NY,W,2018-12-28,50.-1-15092889,0.8532186275161098,251699.49511725237
clinton,2019,092889,Champlain,0,092801,Northeastern Clinton,50.-1-13.1,56600,2019-03-01,53000,Y,314,Rural Vacant Lots of 10 Acres or less,NY,W,2019-03-01,50.-1-13.1092889,0.8915830731415665,47253.90287650302
clinton,2019,092400,Beekmantown,3,092401,Beekmantown,139.1-1-13,281100,2019-04-03,332500,Y,210,One Family Year-Round Residence,NY,W,2019-04-03,139.1-1-13092400,0.8915830731415665,296451.37181957084
clinton,2019,092400,Beekmantown,3,092401,Beekmantown,167.4-1-1,444000,2019-04-19,480000,Y,210,One Family Year-Round Residence,FL,W,2019-04-19,167.4-1-1092400,0.8915830731415665,427959.8751079519
clinton,2019,092400,Beekmantown,3,092401,Beekmantown,139.3-1-2,171500,2019-05-20,245000,Y,210,One Family Year-Round Residence,NY,W,2019-05-20,139.3-1-2092400,0.8915830731415665,218437.8529196838
clinton,2019,092889,Champlain,0,092801,Northeastern Clinton,50.4-1-29,131100,2019-07-08,134900,Y,260,Seasonal Residences,NY,W,2019-07-08,50.4-1-29092889,0.8915830731415665,120274.55656679731
clinton,2019,093000,Chazy,3,093001,Chazy,95.-1-22.1,228100,2019-07-23,249900,Y,210,One Family Year-Round Residence,NY,W,2019-07-23,95.-1-22.1093000,0.8915830731415665,222806.60997807747
clinton,2019,092803,Rouses Point,4,092801,Northeastern Clinton,20.11-3-21,515000,2019-10-11,1215000,Y,570,Marinas,TX,W,2019-10-11,20.11-3-21092803,0.8915830731415665,1083273.4338670033
clinton,2019,092803,Rouses Point,4,092801,Northeastern Clinton,35.7-1-21,444400,2019-12-02,525000,Y,210,One Family Year-Round Residence,NY,W,2019-12-02,35.7-1-21092803,0.8915830731415665,468081.1133993224
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,35.2-2-17,186700,2020-01-23,189000,Y,210,One Family Year-Round Residence,NY,W,2020-01-23,35.2-2-17092889,0.9119112469275228,172351.2256693018
clinton,2020,093000,Chazy,3,93001,Chazy,124.4-1-38,347700,2020-03-20,350000,Y,582,Camping Facilities,NY,W,2020-03-20,124.4-1-38093000,0.9119112469275228,319168.93642463296
clinton,2020,092889,Champlain,0,93001,Chazy,49.4-2-11,57500,2020-05-08,80000,Y,260,Seasonal Residences,NY,W,2020-05-08,49.4-2-11092889,0.9119112469275228,72952.89975420182
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,139.3-1-7,169000,2020-05-18,55000,Y,210,One Family Year-Round Residence,NY,W,2020-05-18,139.3-1-7092400,0.9119112469275228,50155.118581013754
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,50.4-1-65,211100,2020-06-19,217900,Y,210,One Family Year-Round Residence,NY,W,2020-06-19,50.4-1-65092889,0.9119112469275228,198705.46070550723
clinton,2020,093000,Chazy,3,93001,Chazy,95.-1-48,380100,2020-06-19,375000,Y,210,One Family Year-Round Residence,NY,W,2020-06-19,95.-1-48093000,0.9119112469275228,341966.717597821
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,139.1-1-52,313000,2020-07-08,295000,Y,210,One Family Year-Round Residence,NY,W,2020-07-08,139.1-1-52092400,0.9119112469275228,269013.8178436192
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,154.2-1-12,264000,2020-07-09,230000,Y,210,One Family Year-Round Residence,NY,W,2020-07-09,154.2-1-12092400,0.9119112469275228,209739.58679333024
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,181.2-1-7,490800,2020-07-20,440000,Y,210,One Family Year-Round Residence,NY,W,2020-07-20,181.2-1-7092400,0.9119112469275228,401240.94864811003
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,50.-1-10,162300,2020-08-06,165000,Y,270,Mobile Home,NY,W,2020-08-06,50.-1-10092889,0.9119112469275228,150465.35574304126
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,181.2-3-11,424700,2020-08-07,425000,Y,210,One Family Year-Round Residence,NY,W,2020-08-07,181.2-3-11092400,0.9119112469275228,387562.27994419716
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,35.2-2-7,110400,2020-09-23,80000,Y,311,Residential Vacant Land,NY,W,2020-09-23,35.2-2-7092889,0.9119112469275228,72952.89975420182
clinton,2020,093000,Chazy,3,93001,Chazy,80.1-1-12,295000,2020-10-28,500000,Y,210,One Family Year-Round Residence,NY,W,2020-10-28,80.1-1-12093000,0.9119112469275228,455955.6234637614
clinton,2020,093000,Chazy,3,93001,Chazy,95.-1-22.2,176300,2020-10-29,160000,Y,210,One Family Year-Round Residence,NY,W,2020-10-29,95.-1-22.2093000,0.9119112469275228,145905.79950840364
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,50.-1-12.1,26600,2020-10-30,31000,Y,314,Rural Vacant Lots of 10 Acres or less,VT,W,2020-10-30,50.-1-12.1092889,0.9119112469275228,28269.248654753206
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,50.-1-12.7,26800,2020-10-30,31000,Y,314,Rural Vacant Lots of 10 Acres or less,VT,W,2020-10-30,50.-1-12.7092889,0.9119112469275228,28269.248654753206
clinton,2020,092889,Champlain,0,92801,Northeastern Clinton,35.2-2-8,125000,2020-12-07,193903,Y,260,Seasonal Residences,NY,W,2020-12-07,35.2-2-8092889,0.9119112469275228,176822.32651298746
clinton,2020,093000,Chazy,3,93001,Chazy,109.4-2-16,515800,2020-12-09,635000,Y,210,One Family Year-Round Residence,NY,W,2020-12-09,109.4-2-16093000,0.9119112469275228,579063.6417989769
clinton,2020,093000,Chazy,3,93001,Chazy,95.-1-4,199300,2020-12-15,245000,Y,210,One Family Year-Round Residence,NY,W,2020-12-15,95.-1-4093000,0.9119112469275228,223418.25549724308
clinton,2020,092400,Beekmantown,3,92401,Beekmantown,154.2-1-15,188700,2020-12-27,415800,Y,210,One Family Year-Round Residence,NY,W,2020-12-27,154.2-1-15092400,0.9119112469275228,379172.69647246395
clinton,2021,093000,Chazy,3,93001,Chazy,95.-1-28.1,745000,2021-01-07,845000,Y,210,One Family Year-Round Residence,NY,W,2021-01-07,95.-1-28.1093000,1.0,845000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,50.-1-8,161100,2021-03-19,175000,Y,260,Seasonal Residences,VT,W,2021-03-19,50.-1-8092889,1.0,175000.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,167.4-2-3,455900,2021-03-29,510000,Y,210,One Family Year-Round Residence,NY,W,2021-03-29,167.4-2-3092400,1.0,510000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,50.-1-11,418900,2021-03-31,390000,Y,210,One Family Year-Round Residence,NY,W,2021-03-31,50.-1-11092889,1.0,390000.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,139.1-1-10,503300,2021-05-11,575000,Y,210,One Family Year-Round Residence,NY,W,2021-05-11,139.1-1-10092400,1.0,575000.0
clinton,2021,093000,Chazy,3,93001,Chazy,80.1-1-16,215000,2021-05-14,335000,Y,210,One Family Year-Round Residence,NY,W,2021-05-14,80.1-1-16093000,1.0,335000.0
clinton,2021,093000,Chazy,3,93001,Chazy,109.2-1-17,233300,2021-06-02,275000,Y,210,One Family Year-Round Residence,VA,W,2021-06-02,109.2-1-17093000,1.0,275000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,49.-2-15.33,300000,2021-07-13,325000,Y,210,One Family Year-Round Residence,VA,W,2021-07-13,49.-2-15.33092889,1.0,325000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,50.-1-3,413200,2021-07-30,605000,Y,240,Rural Residence with Acreage,NH,W,2021-07-30,50.-1-3092889,1.0,605000.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,139.4-1-2,310000,2021-08-12,380000,Y,220,Two Family Year-Round Residence,NY,W,2021-08-12,139.4-1-2092400,1.0,380000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,35.2-2-2,295000,2021-08-16,330000,Y,280,Residential - Multi_Purpose/Multi-Structure,PA,W,2021-08-16,35.2-2-2092889,1.0,330000.0
clinton,2021,092889,Champlain,0,92801,Northeastern Clinton,50.4-1-34,127800,2021-08-20,226500,Y,260,Seasonal Residences,NY,W,2021-08-20,50.4-1-34092889,1.0,226500.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,181.2-2-4,375700,2021-08-31,427500,Y,210,One Family Year-Round Residence,NY,W,2021-08-31,181.2-2-4092400,1.0,427500.0
clinton,2021,093000,Chazy,3,93001,Chazy,80.1-1-14,280200,2021-09-01,325000,Y,210,One Family Year-Round Residence,VA,W,2021-09-01,80.1-1-14093000,1.0,325000.0
clinton,2021,093000,Chazy,3,93001,Chazy,124.4-1-29.1,153100,2021-09-16,135000,Y,311,Residential Vacant Land,FL,W,2021-09-16,124.4-1-29.1093000,1.0,135000.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,139.1-1-5.2,209200,2021-11-04,400000,Y,210,One Family Year-Round Residence,NY,W,2021-11-04,139.1-1-5.2092400,1.0,400000.0
clinton,2021,092889,Champlain,0,93001,Chazy,49.4-2-2,258600,2021-11-05,499900,Y,210,One Family Year-Round Residence,NY,W,2021-11-05,49.4-2-2092889,1.0,499900.0
clinton,2021,092400,Beekmantown,3,92401,Beekmantown,139.1-1-8,440800,2021-12-13,460000,Y,210,One Family Year-Round Residence,NY,W,2021-12-13,139.1-1-8092400,1.0,460000.0
clinton,2021,093000,Chazy,3,93001,Chazy,80.1-1-3,77300,2021-12-24,119000,Y,311,Residential Vacant Land,NJ,W,2021-12-24,80.1-1-3093000,1.0,119000.0
clinton,2022,093000,Chazy,3,93001,Chazy,95.-1-66.1,286300,2022-01-13,400000,Y,210,One Family Year-Round Residence,NY,W,2022-01-13,95.-1-66.1093000,1.1181824221085497,447272.96884341986
clinton,2022,092889,Champlain,0,92801,Northeastern Clinton,49.4-1-19,90800,2022-03-09,95000,Y,210,One Family Year-Round Residence,NY,W,2022-03-09,49.4-1-19092889,1.1181824221085497,106227.33010031222
clinton,2022,092400,Beekmantown,3,92401,Beekmantown,167.4-2-4,403700,2022-03-14,605000,Y,210,One Family Year-Round Residence,NY,W,2022-03-14,167.4-2-4092400,1.1181824221085497,676500.3653756726
clinton,2022,092400,Beekmantown,3,92401,Beekmantown,181.2-1-5,383000,2022-05-03,565000,Y,210,One Family Year-Round Residence,CO,W,2022-05-03,181.2-1-5092400,1.1181824221085497,631773.0684913306
clinton,2022,092889,Champlain,0,92801,Northeastern Clinton,50.4-1-55,340500,2022-07-21,420000,Y,210,One Family Year-Round Residence,CT,W,2022-07-21,50.4-1-55092889,1.1181824221085497,469636.61728559085
clinton,2022,092889,Champlain,0,93001,Chazy,49.4-2-10,149900,2022-09-23,162500,Y,260,Seasonal Residences,FL,W,2022-09-23,49.4-2-10092889,1.1181824221085497,181704.64359263933
clinton,2022,093000,Chazy,3,93001,Chazy,80.1-1-26.3,89000,2022-10-29,85000,Y,270,Mobile Home,VA,W,2022-10-29,80.1-1-26.3093000,1.1181824221085497,95045.50587922672
essex,2014,154089,North Elba,0,154002,Lake Placid,33.008-1-2.000,873000,2014-01-06,970000,Y,260,Seasonal Residences,NJ,W,2014-01-06,33.008-1-2.000154089,0.7654810591977528,742516.6274218202
essex,2014,154089,North Elba,0,154002,Lake Placid,42.026-2-8.000,1284800,2014-01-09,1250000,Y,210,One Family Year-Round Residence,NY,W,2014-01-09,42.026-2-8.000154089,0.7654810591977528,956851.3239971909
essex,2014,154089,North Elba,0,154002,Lake Placid,33.019-1-12.000,3880000,2014-01-11,2870000,Y,280,Residential - Multi_Purpose/Multi-Structure,NJ,W,2014-01-11,33.019-1-12.000154089,0.7654810591977528,2196930.6398975505
essex,2014,154089,North Elba,0,154002,Lake Placid,42.026-2-3.000,990000,2014-02-21,1300000,Y,311,Residential Vacant Land,NY,W,2014-02-21,42.026-2-3.000154089,0.7654810591977528,995125.3769570786
essex,2014,154089,North Elba,0,154002,Lake Placid,33.072-7-1.000/4,605850,2014-03-28,700000,Y,210,One Family Year-Round Residence,NY,C,2014-03-28,33.072-7-1.000/4154089,0.7654810591977528,535836.7414384269
essex,2014,154089,North Elba,0,154002,Lake Placid,33.018-1-3.230/1,287950,2014-05-02,430000,Y,210,One Family Year-Round Residence,NY,C,2014-05-02,33.018-1-3.230/1154089,0.7654810591977528,329156.8554550337
essex,2014,154089,North Elba,0,154002,Lake Placid,33.-5-5.000,519800,2014-09-04,575000,Y,312,Residential Land Including a Small Improvement,NY,W,2014-09-04,33.-5-5.000154089,0.7654810591977528,440151.60903870786
essex,2014,154089,North Elba,0,154002,Lake Placid,33.-5-13.000,493800,2014-09-04,575000,Y,312,Residential Land Including a Small Improvement,NY,W,2014-09-04,33.-5-13.000154089,0.7654810591977528,440151.60903870786
essex,2014,154089,North Elba,0,154002,Lake Placid,33.18-1-2.001/12,487500,2014-09-30,699000,Y,210,One Family Year-Round Residence,NY,C,2014-09-30,33.18-1-2.001/12154089,0.7654810591977528,535071.2603792292
essex,2014,154089,North Elba,0,154002,Lake Placid,33.18-1-2.001/6,412500,2014-10-09,600000,Y,210,One Family Year-Round Residence,NY,C,2014-10-09,33.18-1-2.001/6154089,0.7654810591977528,459288.6355186517
essex,2014,154089,North Elba,0,154002,Lake Placid,33.18-1-3.230/19,297180,2014-11-06,383000,Y,210,One Family Year-Round Residence,NY,C,2014-11-06,33.18-1-3.230/19154089,0.7654810591977528,293179.2456727393
essex,2015,154089,North Elba,0,154002,Lake Placid,42.34-2-5.000,970000,2015-02-23,1150000,Y,260,Seasonal Residences,NY,W,2015-02-23,42.34-2-5.000154089,0.7549882265460404,868236.4605279465
essex,2015,152200,Crown Point,3,152203,Crown Point,117.8-1-24.000,249580,2015-03-20,380000,Y,210,One Family Year-Round Residence,NY,W,2015-03-20,117.8-1-24.000152200,0.7549882265460404,286895.5260874953
essex,2015,152600,Essex,3,155201,Willsboro,40.11-1-1.000,479800,2015-05-06,450000,Y,311,Residential Vacant Land,MD,W,2015-05-06,40.11-1-1.000152600,0.7549882265460404,339744.70194571814
essex,2015,154089,North Elba,0,154002,Lake Placid,33.72-7-1.000/3,525000,2015-05-22,730000,Y,210,One Family Year-Round Residence,NJ,C,2015-05-22,33.72-7-1.000/3154089,0.7549882265460404,551141.4053786094
essex,2015,152600,Essex,3,155201,Willsboro,49.11-1-45.100,440200,2015-07-27,485000,Y,210,One Family Year-Round Residence,NY,W,2015-07-27,49.11-1-45.100152600,0.7549882265460404,366169.2898748296
essex,2015,154089,North Elba,0,154002,Lake Placid,33.72-1-1.001/14,168500,2015-10-02,225000,Y,210,One Family Year-Round Residence,NY,C,2015-10-02,33.72-1-1.001/14154089,0.7549882265460404,169872.35097285907
essex,2015,154089,North Elba,0,154002,Lake Placid,33.18-1-2.001/22,343265,2015-10-19,650000,Y,210,One Family Year-Round Residence,FL,C,2015-10-19,33.18-1-2.001/22154089,0.7549882265460404,490742.3472549262
essex,2015,154089,North Elba,0,154002,Lake Placid,33.72-1-1.001/9,218800,2015-10-20,340000,Y,210,One Family Year-Round Residence,NY,C,2015-10-20,33.72-1-1.001/9154089,0.7549882265460404,256695.99702565372
essex,2015,154089,North Elba,0,154002,Lake Placid,33.72-7-1.000/2,1125000,2015-12-11,1300000,Y,210,One Family Year-Round Residence,NY,C,2015-12-11,33.72-7-1.000/2154089,0.7549882265460404,981484.6945098524
essex,2016,154089,North Elba,0,154002,Lake Placid,42.26-2-6.000,1324100,2016-03-18,1900000,Y,210,One Family Year-Round Residence,NY,W,2016-03-18,42.26-2-6.000154089,0.7827074813070599,1487144.2144834138
essex,2016,152200,Crown Point,3,152203,Crown Point,107.12-1-7.000,192500,2016-06-02,205000,Y,210,One Family Year-Round Residence,NY,W,2016-06-02,107.12-1-7.000152200,0.7827074813070599,160455.03366794728
