,print_key
219.21-1-44,1
208.8-1-51,1
208.11-1-1,1
230.12-1-7,1
203.4-4-25,1
218.20-1-8.2,1
233.16-2-27,1
9.076-3-4,1
195.-1-6,1
230.12-5-15,1
243.-1-66,1
208.7-2-5,1
231.-1-62,1
218.8-1-9,1
233.16-1-27,1
219.2-1-3.2,1
206.3-4-84,1
231.-1-3.111,1
220.-1-57.4,1
193.-2-10.11,1
192.-2-1.34,1
206.17-3-23,1
253.17-3-39,1
251.-1-14.1,1
203.-1-5,1
195.3-1-16,1
32.247-4-17.000,1
253.-2-29.12,1
230.12-5-2,1
253.24-1-9.1,1
242.-1-88,1
218.20-1-41,1
233.16-3-22,1
253.25-2-2,1
191.-2-59.14,1
9.059-12-29,1
233.20-2-20,1
232.-1-72,1
9.066-3-21,1
230.8-1-4,1
230.12-1-29,1
231.-2-1,1
9.068-3-13,1
262.5-1-48,1
220.-1-94,1
245.-5-68,1
9.067-2-27,1
242.-1-11,1
252.20-1-51,1
233.-5-24,1
219.21-1-63,1
230.12-4-12.2,1
205.4-2-19.2,1
253.33-1-53,1
219.21-1-2,1
230.8-1-18,1
194.20-2-20,1
220.-1-98,1
233.-2-3,1
233.-1-26.2,1
191.-2-6.1,1
194.15-2-39,1
206.17-1-2,1
209.3-1-24,1
253.32-1-6,1
230.8-1-5,1
253.24-2-5,1
206.13-2-15,1
219.-3-21,1
230.12-5-16,1
10.069-1-2,1
219.9-1-42,1
219.9-1-33,1
262.-1-5,1
253.34-1-3,1
233.7-1-14,1
233.-1-41.3,1
261.8-2-12,1
262.6-1-2,1
220.-5-3,1
218.12-1-18,1
252.20-1-29,1
243.-1-106,1
219.-1-81,1
230.12-1-15,1
230.12-1-31,1
9.066-2-25,1
219.2-1-1,1
219.21-1-31,1
220.-4-7,1
231.-1-61.111,1
253.41-1-6,1
219.-2-24.2,1
232.-1-44.114,1
219.21-1-3,1
219.2-1-4.2,1
245.-10-3,1
206.-2-23,1
253.24-2-22,1
9.068-10-20,1
194.2-2-16,1
191.-3-23,1
9.066-11-15,1
253.32-1-4,1
219.-1-60.111,1
252.20-1-30,1
218.12-1-64,1
253.41-1-61.1,1
219.21-1-22,1
253.24-2-17,1
252.3-1-15,1
194.2-1-33,1
253.49-1-11,1
252.-2-47,1
206.-2-22,1
181.-3-23,1
243.79-1-14,1
230.12-1-8,1
219.21-1-9,1
208.-1-9.14,1
193.-2-45,1
262.6-2-26,1
230.12-3-19,1
203.-2-32,1
194.-2-18,1
189.-3-22,1
218.20-1-18,1
231.-2-66,1
219.21-1-52,1
231.-1-67.1,1
218.12-1-22,1
232.-1-21.2,1
9.060-7-11,1
208.8-1-11,1
231.-1-41,1
262.5-1-59,1
192.-2-1.4,1
193.3-3-16,1
204.3-1-16,1
233.-1-59.1,1
206.-5-24,1
203.-2-34.2,1
205.4-3-19.5,1
252.-2-52,1
206.13-2-10,1
231.-2-44.11,1
206.4-2-30.1,1
242.-1-57.11,1
243.-1-72.3,1
230.12-3-22,1
230.12-3-9,1
243.-1-21.2,1
231.-1-42,1
9.075-3-49,1
206.9-2-38,1
182.-1-4,1
142.13-1-15,1
9.074-9-14.1,1
134.20-3-10,1
159.-3-15.1,1
159.-3-41.2,1
9.042-1-41,1
148.-1-20.1,1
241.-1-31.5,1
145.-1-82,1
146.-1-67,1
146.-1-88,1
216.-3-7.35,1
145.-1-81.12,1
251.3-2-27,1
159.-3-36.1,1
158.-1-1.1,1
133.-1-45.3,1
133.-1-18,1
161.-1-37.2,1
160.-2-36.22,1
147.-1-33.24,1
134.20-1-25,1
146.-1-108.1,1
134.20-1-19,1
157.13-1-17.2,1
157.63-1-24,1
157.13-1-40,1
157.63-1-21.1,1
9.059-6-8,1
9.076-5-10,1
9.060-1-13,1
157.13-1-28.1,1
157.64-1-23,1
157.72-1-21,1
202.-3-30,1
241.-1-26.4,1
251.3-1-39,1
157.13-1-5,1
260.-1-9.1,1
157.13-1-13.2,1
157.63-3-23,1
241.-1-13,1
132.-1-15.2,1
160.-1-85,1
159.-1-27.1,1
122.-1-5,1
132.-1-30,1
119.11-1-3.23,1
147.-1-84,1
241.-1-12.5,1
251.3-1-19.2,1
119.14-4-10,1
228.-3-13,1
158.-1-43,1
216.-2-35.1,1
119.14-4-1,1
135.7-2-35,1
135.-1-40,1
160.-1-104,1
9.051-12-40,1
160.-2-5.2,1
147.-1-24,1
135.-1-34.1,1
134.-1-16.21,1
9.075-7-22,1
147.-1-72,1
226.-1-23.1,1
133.-1-74,1
251.-1-14.6,1
159.-2-3.2,1
161.-1-73.313,1
134.16-1-1,1
135.-1-24.12,1
32.280-1-1.000,1
134.-1-46,1
9.067-12-3,1
133.-1-73.21,1
215.-1-23,1
160.-1-76,1
119.18-2-19,1
9.075-3-11.1,1
134.20-7-32,1
134.20-7-1,1
216.-1-73.6,1
157.64-1-16,1
157.71-2-18,1
157.56-1-38,1
157.63-3-54.1,1
251.3-1-45,1
202.-2-45,1
157.63-3-38,1
157.63-1-6.11,1
157.63-1-21.2,1
157.40-2-14,1
157.63-3-54,1
157.55-2-5.1,1
9.050-7-20,1
240.-3-3.2,1
157.13-1-15.2,1
157.13-1-48.1,1
157.13-1-44.1,1
157.71-2-23,1
157.13-1-43.2,1
157.72-1-23,1
157.13-1-15.1,1
202.-2-11.2,1
157.72-1-24,1
157.55-2-2,1
157.48-1-4,1
263.-1-49.2,1
262.-1-45.2,1
201.-2-40.1,1
216.-3-7.33,1
251.3-4-11,1
9.068-10-13,1
157.56-1-47,1
157.63-2-4,1
157.70-6-2,1
157.71-1-8,1
157.55-2-6,1
157.13-1-23.1,1
157.56-2-26.12,1
216.-1-86,1
157.65-1-8,1
240.-3-3.1,1
157.55-2-17,1
9.083-7-17,1
157.40-1-13,1
157.55-2-4,1
157.55-2-5.2,1
262.-1-27.4,1
157.55-1-6,1
216.-5-4,1
188.17-5-9,1
216.-1-38,1
157.55-2-7.2,1
157.48-2-35,1
157.65-1-10.1,1
157.13-1-29.1,1
9.051-4-10,1
157.72-1-22,1
157.71-2-6,1
251.3-2-1,1
157.48-1-5,1
157.64-1-28,1
157.13-1-28.2,1
157.13-1-42.2,1
157.13-1-46.2,1
241.-1-2.3,1
202.-5-4,1
157.13-1-54.2,1
157.13-1-9.1,1
157.13-1-20.2,1
251.-1-37.1,1
262.-1-41,1
157.63-2-18,1
157.56-2-7,1
9.051-9-19,1
157.13-1-41.2,1
9.060-8-34,1
251.3-1-35.1,1
262.-1-51,1
228.-2-6,1
216.-1-30,1
157.56-2-27,1
157.48-1-3,1
157.13-1-11.2,1
160.-1-81,1
134.20-1-24,1
147.8-5-49,1
119.18-1-88,1
219.1-9-5,1
146.-1-111,1
145.-1-103,1
135.7-1-7,1
161.-1-58.111,1
146.-1-112,1
134.20-3-17,1
146.-1-56,1
10.026-3-12,1
146.-1-18,1
161.-1-107,1
171.-1-13.112,1
11.001-1-46.111,1
135.7-2-34,1
159.-2-41,1
159.-2-32,1
10.008-4-19,1
145.-1-31,1
134.20-5-1,1
159.-3-31.16,1
219.1-5-21,1
145.-1-97.2,1
160.-1-61,1
160.-2-37.1,1
119.18-2-62,1
134.20-7-12,1
134.20-6-8,1
160.-2-1.111,1
232.-5-4,1
5.004-1-25.111,1
133.-1-7,1
10.004-2-25.3,1
119.11-2-18,1
32.295-1-31.000,1
148.-1-7.21,1
134.20-3-5,1
10.003-2-3.131,1
160.-1-92,1
134.-1-45,1
10.004-3-30.1,1
10.078-2-7,1
132.-1-55.1,1
10.061-4-1,1
10.045-1-17,1
158.20-1-3.2,1
10.012-1-10,1
5.080-2-25,1
160.-2-55.14,1
148.-1-7.132,1
158.-1-50,1
134.20-3-14,1
145.-1-28,1
160.-2-38.2,1
10.004-2-3.1,1
10.002-12-2,1
119.18-1-81,1
161.-1-71,1
134.20-7-31,1
231.-1-83,1
160.-1-69,1
158.-1-8.1,1
5.004-1-14,1
219.1-3-5,1
158.20-1-19,1
160.-1-101.1,1
243.-1-4.21,1
273.11-1-44,1
159.-2-26.111,1
159.-2-17,1
161.-1-80,1
11.001-1-54,1
159.-1-13,1
256.-2-2.1,1
159.-1-46,1
122.19-1-4,1
10.008-2-2,1
160.-1-60,1
219.1-10-7,1
159.-2-39.4,1
159.-1-18,1
145.-1-39,1
5.083-2-3,1
161.-1-5,1
237.-2-2,1
160.-2-54,1
236.-1-3.20,1
146.-1-107,1
160.-2-22.122,1
262.-1-27.1,1
252.-1-17.21,1
201.-2-30.62,1
158.-1-39.1,1
122.-1-15,1
10.070-5-6,1
228.-2-12.2,1
133.-1-37.2,1
251.3-3-23,1
148.-1-44,1
147.8-5-26,1
119.14-5-11,1
10.026-4-1,1
159.-1-23.11,1
119.14-1-49,1
132.-1-55.3,1
119.11-2-14,1
160.-1-50.11,1
146.-1-29,1
146.-1-85.111,1
134.20-1-1,1
134.20-1-5,1
159.-3-37,1
160.-2-5.12,1
145.-1-97.1,1
202.-3-10.1,1
160.-2-53,1
160.-2-11.2,1
10.053-2-41,1
160.-2-55.11,1
251.-1-22.5,1
147.8-5-7,1
147.8-5-44,1
119.18-2-43,1
161.-1-26.3,1
148.-1-12.1,1
160.-2-17.2,1
119.11-1-8,1
159.-1-49.2,1
145.-1-81.11,1
148.-1-63.1,1
158.20-1-7,1
10.003-2-25.1,1
232.-1-30.2,1
5.080-2-9,1
160.-1-56,1
134.-1-35.1,1
243.-1-4.14,1
146.-1-95,1
146.-1-7,1
119.14-1-45,1
147.-1-74,1
132.-1-57,1
245.-8-3,1
134.16-8-23,1
218.-2-40.21,1
230.-1-11.10,1
147.-1-79,1
204.-3-5,1
147.-1-33.14,1
160.-1-21,1
161.-1-73.112,1
146.-1-72,1
161.-1-8.13,1
9.001-4-7,1
10.002-5-30,1
147.-1-46,1
10.069-5-2,1
134.20-8-9,1
219.1-9-10,1
161.-1-53,1
133.-1-52,1
132.-1-58,1
255.-4-12,1
161.-1-2.2,1
148.-1-64.1,1
9.051-2-14,1
157.13-1-35.2,1
157.64-1-29,1
156.-1-46,1
206.9-2-80,1
155.-2-12,1
251.3-4-3,1
225.-1-9.1,1
157.-1-35.1,1
240.3-1-2.2,1
156.-1-53,1
169.-2-11.2,1
168.-2-14,1
214.-1-15,1
155.-2-18,1
195.-1-16.14,1
9.051-9-46,1
9.083-3-38,1
9.050-4-21,1
193.14-1-10,1
229.-1-10.24,1
155.-1-59,1
155.11-1-11,1
206.6-2-61,1
241.-1-31.1,1
261.-1-5,1
182.18-1-25,1
168.-3-26,1
168.-3-78,1
169.-1-77.121,1
169.-1-28.2,1
9.058-4-9,1
155.15-1-6,1
217.-3-19,1
216.-1-48,1
156.-1-11,1
182.-2-17,1
207.-1-36.11,1
236.-1-3.29,1
194.-2-24.2,1
251.-1-23.22,1
157.-1-39,1
206.9-1-22,1
168.-2-64.3,1
251.3-2-17,1
9.075-3-13,1
195.-1-2.1,1
193.15-1-17,1
227.-1-4.31,1
241.-1-27.1,1
155.18-2-6,1
182.18-1-3,1
168.-2-50,1
168.-3-70,1
181.-1-26.2,1
9.057-8-15,1
226.-1-6,1
168.-3-65.112,1
193.18-1-37.112,1
180.-1-21.22,1
181.-1-26.4,1
182.-2-15.2,1
206.9-2-29.11,1
229.-1-11.7,1
155.15-1-8,1
183.-1-20.13,1
206.6-2-51.3,1
206.9-2-22.12,1
251.3-2-12,1
195.-1-16.13,1
195.-1-16.11,1
251.3-1-32,1
180.17-1-8,1
193.10-1-22,1
193.18-1-55,1
227.-1-24.1,1
208.-1-4.3,1
169.-1-77.122,1
254.-1-8.3,1
215.-1-8.3,1
156.-2-32,1
210.2-3-10,1
225.-1-1,1
169.-1-43.2,1
251.-1-38.2,1
194.-2-45.1,1
240.2-1-18,1
168.7-1-8,1
208.-1-2.5,1
206.9-2-16,1
226.-1-8,1
168.7-1-2,1
180.-1-13.2,1
202.-1-18.11,1
170.38-1-17,1
183.-1-52,1
201.-2-24.3,1
208.-1-2.6,1
195.-1-49,1
9.051-8-1,1
193.6-1-23.1,1
206.9-2-71,1
206.9-2-70,1
206.-1-36.21,1
9.068-11-2.1,1
208.-1-2.4,1
9.042-7-25,1
155.11-1-2,1
193.18-1-73,1
181.-1-55.2,1
180.-1-13.17,1
167.-1-4,1
193.14-1-13.1,1
156.-1-43,1
194.-1-30,1
9.084-2-23.11,1
193.5-1-17,1
181.-1-72,1
9.075-7-21,1
157.70-1-1,1
156.-1-15,1
9.060-6-29,1
155.15-1-3,1
156.-1-5.31,1
195.9-1-2,1
193.18-1-7,1
9.051-8-7,1
193.-1-49,1
9.051-8-12,1
202.-2-40,1
169.-1-4,1
206.-1-48,1
155.-1-14,1
155.-1-78,1
236.-1-3.30,1
180.-2-13,1
229.-1-11.4,1
182.-2-19.11,1
9.057-8-17,1
182.-2-2,1
155.14-2-14,1
169.-1-55,1
156.-3-21,1
168.-2-64.4,1
183.-1-60,1
170.38-1-16,1
193.15-1-13,1
202.-5-51,1
170.-1-5,1
262.-1-14,1
168.-3-79,1
155.11-1-12,1
183.-1-55.1,1
228.-2-4,1
180.17-1-1,1
226.-1-33,1
168.-2-77,1
262.-1-16.2,1
182.-2-26,1
168.-3-40.11,1
193.18-1-38.1,1
193.6-1-56.2,1
206.6-2-3.1,1
181.-1-69,1
9.050-6-27,1
168.-4-5,1
228.-3-9.1,1
181.-1-54,1
182.-1-65.121,1
169.-1-54,1
157.13-1-51.1,1
157.71-4-19,1
170.37-1-10,1
228.-3-1.2,1
9.060-9-14.1,1
169.52-1-2,1
157.71-4-5,1
251.3-1-13.11,1
249.-1-14,1
170.37-1-8,1
157.79-3-8,1
241.-1-16.13,1
237.-1-5.21,1
227.4-2-1,1
157.71-4-7,1
170.37-2-24,1
9.059-7-32,1
9.042-2-36,1
157.70-3-1,1
170.30-2-22,1
157.70-3-23,1
214.-1-19.2,1
157.78-1-3.2,1
157.79-3-22,1
170.21-1-3.11,1
170.21-1-2.1,1
170.21-1-5.22,1
157.78-1-9,1
10.069-1-61,1
170.23-1-3.1,1
157.70-3-4,1
9.082-5-9,1
170.29-2-9,1
157.71-4-2,1
170.29-2-17,1
157.70-3-3,1
9.051-1-26,1
157.78-1-1.1,1
170.37-2-29,1
157.78-1-1.2,1
157.79-3-20.1,1
261.-1-4.1,1
156.-4-48,1
157.55-2-34,1
157.55-2-19,1
157.13-1-29.2,1
157.55-2-15,1
157.13-1-36.2,1
157.71-2-51,1
157.48-1-7,1
157.13-1-56.2,1
157.56-2-13,1
157.64-1-50,1
239.-1-28.2,1
157.63-3-51,1
215.-1-2.9,1
239.-1-27.1,1
202.-3-21,1
157.13-1-54.1,1
157.13-1-45.1,1
157.63-1-1,1
157.71-2-50,1
157.64-1-71,1
169.52-1-6,1
157.13-1-32.2,1
240.1-3-4.1,1
157.71-3-5,1
9.075-7-23,1
157.70-3-9,1
9.067-9-16,1
263.-1-14.7,1
157.71-3-8.112,1
227.4-1-19.1,1
157.70-3-13,1
170.38-2-6,1
225.-1-21.2,1
9.051-4-21,1
226.-1-10.4,1
170.37-1-13,1
157.56-1-13,1
157.65-1-10.2,1
157.63-3-54.2,1
155.15-1-14,1
168.7-1-12,1
193.14-1-23.1,1
156.-3-42.12,1
195.-1-37.21,1
193.18-1-64,1
182.-2-29.1,1
168.7-1-9,1
182.-2-12,1
193.-1-48,1
155.-1-12.3,1
168.-3-74,1
209.13-1-15,1
202.-5-3,1
181.-1-26.1,1
193.15-1-12,1
216.-3-2.23,1
195.-1-1.1,1
206.6-1-13,1
181.-1-13,1
169.-1-57.11,1
216.-3-7.7,1
241.-1-20.2,1
181.-1-7,1
170.-1-45,1
201.-2-13,1
195.-1-50,1
195.9-1-28,1
249.-1-19.5,1
206.9-2-79,1
182.-2-24,1
157.-1-34,1
155.18-2-3,1
194.-1-40,1
9.058-6-19,1
180.-1-8.11,1
9.042-3-10,1
181.-1-16,1
183.-1-46,1
9.074-4-22,1
9.066-3-15,1
201.-2-11,1
155.-1-76,1
156.-4-39,1
241.-1-33.2,1
182.-1-78,1
9.058-6-15,1
156.-2-3,1
240.2-1-17,1
206.6-2-26.1,1
195.-1-6.11,1
236.-1-3.22,1
193.6-1-12,1
182.-2-11.12,1
155.-2-13,1
240.-2-20,1
181.-1-18,1
9.068-4-8,1
9.082-5-23,1
183.-1-57.1,1
195.9-1-15,1
168.-3-46,1
225.-1-12.2,1
240.2-1-13,1
167.-1-18,1
206.9-2-47,1
262.-1-27.2,1
194.-2-50.1,1
180.-1-8.15,1
180.-1-8.14,1
254.-1-1.42,1
227.-1-33.31,1
202.-2-43,1
169.-2-4,1
156.-1-47,1
206.-1-44,1
183.-1-44,1
169.-1-3,1
216.-3-7.1,1
156.-3-27,1
9.042-7-10,1
216.-4-2.1,1
168.7-1-4,1
168.-2-68.212,1
204.3-2-13,1
261.2-2-7,1
230.8-1-41,1
9.075-8-30,1
140.14-4-18,1
154.3-3-8,1
154.3-3-15,1
9.068-9-7,1
127.-3-72,1
128.9-1-46,1
140.-1-22.22,1
233.16-4-13,1
142.18-1-8.1,1
9.059-9-14.2,1
233.16-3-41,1
101.-1-109.2,1
206.3-4-64,1
153.6-5-6,1
193.3-3-64,1
140.51-1-27,1
9.051-3-5,1
114.19-1-11,1
154.-2-27.9,1
127.8-1-19,1
129.-1-81,1
115.-2-12.32,1
153.10-3-11,1
127.19-3-3,1
127.15-1-33,1
9.052-1-31,1
127.-3-33,1
191.-2-57,1
140.12-1-44,1
153.18-1-27,1
153.7-2-4,1
9.068-11-20,1
141.-3-30.112,1
140.51-1-42,1
194.2-2-9,1
141.-2-33.111,1
115.-2-12.312,1
115.-2-12.313,1
115.-2-12.311,1
220.-4-6,1
9.059-12-13,1
194.20-2-24,1
140.12-1-13,1
153.14-4-11,1
127.-1-14.2,1
207.-3-23,1
208.7-1-10,1
206.4-1-6,1
127.-1-9.1,1
9.043-2-62,1
154.-3-1,1
127.18-1-6,1
127.16-1-7,1
232.-3-1,1
219.2-1-49,1
115.18-1-12,1
9.058-6-6,1
128.17-2-10,1
191.-3-20.14,1
192.4-4-7,1
127.-3-61,1
141.-2-74.3,1
203.-2-47.2,1
127.11-1-45,1
154.3-3-9,1
127.20-7-1,1
194.-2-10,1
208.8-1-12,1
140.6-3-7,1
154.-5-18,1
205.4-4-34,1
129.-1-77,1
128.9-1-25,1
154.-3-7,1
194.20-4-16,1
9.067-3-6,1
153.6-5-2,1
153.11-2-34,1
141.-3-41.1,1
101.-1-31,1
114.-1-50,1
191.-2-59.13,1
153.14-4-5,1
127.18-1-57,1
9.059-13-7,1
153.15-1-3,1
9.067-7-29,1
220.-1-16.41,1
140.14-4-16,1
127.15-1-19,1
140.14-4-20,1
205.-1-32,1
194.20-2-6,1
154.-5-16,1
206.3-1-25,1
140.42-1-1,1
128.5-3-19,1
128.10-1-26,1
206.3-4-80,1
233.20-4-19,1
209.-1-1.216,1
9.058-5-9.1,1
191.-3-26.43,1
140.14-4-3,1
154.3-3-16,1
9.043-2-16,1
140.50-1-8,1
154.-2-25,1
140.18-2-25,1
208.8-1-3,1
209.1-1-20,1
115.17-3-6,1
208.8-1-25,1
128.10-1-29,1
203.-2-47.1,1
154.-1-82.2,1
127.12-3-22,1
154.-5-4,1
114.-2-10,1
127.11-1-51,1
233.20-2-1,1
153.18-2-3.1,1
127.12-4-11,1
140.14-2-21,1
9.052-1-25,1
204.-5-19,1
204.-1-3.21,1
153.10-5-7,1
207.10-1-17,1
127.34-1-6,1
127.-2-26,1
140.14-4-19,1
232.-3-22.1,1
127.11-2-18,1
9.083-3-30,1
140.8-4-5,1
140.7-1-39,1
216.-6-10,1
140.8-3-19,1
9.057-2-25,1
140.18-2-11,1
140.14-3-8,1
127.7-1-8,1
140.14-4-7,1
205.3-4-34,1
115.17-2-6,1
114.15-3-9,1
9.050-5-31,1
128.5-2-21,1
203.4-4-38,1
140.18-2-12,1
101.-1-65.3,1
219.2-1-30,1
114.19-1-28,1
140.10-1-3,1
140.18-2-2,1
9.075-5-23,1
127.15-2-49,1
9.059-5-21,1
127.18-1-43,1
101.20-1-10,1
140.7-2-15,1
127.15-1-32,1
140.42-1-10,1
204.-5-9,1
205.4-3-35,1
127.11-1-72,1
192.-5-32,1
140.11-1-43,1
140.12-1-55,1
140.8-4-16,1
114.15-2-13,1
9.083-4-25,1
205.4-2-41.32,1
114.19-1-34,1
140.12-2-29,1
153.-3-18,1
129.-1-16.124,1
140.7-2-38,1
154.-2-15.7,1
140.51-1-43,1
194.-2-16.22,1
154.-1-47.22,1
194.-2-26,1
114.8-1-14.2,1
191.-2-39.9,1
233.7-1-16,1
127.59-1-2,1
128.10-1-3,1
102.17-1-4,1
140.16-1-29,1
206.4-4-9,1
127.20-3-7,1
153.6-2-4.1,1
208.7-1-7,1
208.8-2-24,1
193.-3-2,1
153.10-1-1,1
114.20-2-19,1
141.-2-46.3,1
141.-2-65,1
141.-2-75,1
153.10-1-29,1
115.-2-28.12,1
206.-2-15,1
9.068-7-47,1
194.15-2-37,1
154.-1-45.2,1
192.-3-12,1
127.12-3-3,1
194.20-3-25,1
285.19-3-3,1
290.20-2-4,1
291.10-1-14,1
290.7-1-22,1
285.14-2-5.1,1
291.13-1-24,1
291.9-1-4,1
285.11-2-2,1
285.16-2-36,1
285.15-1-18,1
291.7-1-4,1
206.3-2-15,1
9.068-15-1,1
285.11-2-31,1
286.17-1-3,1
291.5-2-72,1
291.5-1-10,1
285.15-1-24,1
295.8-4-23,1
127.16-2-7,1
207.10-1-8,1
140.42-1-4,1
127.8-1-24,1
9.059-13-34,1
203.4-3-30.1,1
153.10-3-8,1
153.14-4-13,1
220.2-2-10,1
127.20-1-8,1
127.34-1-4,1
140.18-2-33,1
233.-5-56,1
154.-2-29.1,1
192.-1-18.14,1
9.052-1-51,1
191.-2-13,1
290.20-1-73,1
291.7-1-18,1
194.15-2-44,1
194.20-3-17,1
128.10-1-22,1
154.-1-76.3,1
9.051-7-19,1
153.7-1-19,1
140.42-1-81,1
154.-5-9,1
127.14-1-52,1
101.-1-1,1
127.15-2-52,1
221.9-1-6,1
116.17-1-1,1
114.20-2-33,1
128.10-1-25,1
128.10-1-28,1
140.8-4-39,1
153.18-2-7,1
155.-1-11.2,1
140.8-3-47,1
127.11-2-22,1
153.10-3-18,1
140.11-1-20,1
127.20-6-3,1
140.8-4-54,1
140.14-4-14,1
127.19-2-43,1
220.4-3-5.2,1
206.-5-5,1
233.16-3-27,1
140.14-4-11,1
154.-5-1,1
206.3-4-79,1
205.4-2-10.3,1
191.-3-20.7,1
127.15-1-40,1
203.4-4-32.1,1
128.13-2-15,1
127.14-2-4,1
127.-2-42,1
9.075-10-5,1
204.-5-17,1
114.19-1-18,1
191.-3-26.8,1
140.8-3-28,1
206.-5-23,1
194.-4-5,1
140.51-1-20,1
102.-1-63,1
205.-3-4,1
193.3-1-6,1
206.-2-29,1
204.-1-3.29,1
140.7-1-14,1
209.3-1-5,1
193.3-4-27,1
127.20-4-33,1
128.5-2-19,1
127.-3-50.21,1
209.-1-1.215,1
9.051-10-7.1,1
193.3-4-2.1,1
205.-1-30,1
154.-2-11.212,1
203.-2-19.4,1
128.5-1-24,1
141.-1-19,1
114.19-1-27,1
219.2-1-32,1
203.4-3-32,1
127.20-3-17,1
127.20-2-37,1
127.59-1-58,1
9.068-12-25,1
192.-1-18.7,1
194.-2-14.1,1
115.18-1-6,1
9.068-3-6,1
194.15-2-41,1
114.15-2-9,1
127.14-2-5,1
140.8-4-33,1
128.10-1-23,1
220.4-5-37,1
140.8-4-27,1
9.058-5-1,1
127.18-2-20,1
203.4-4-30.1,1
245.-10-13,1
140.-2-15,1
142.18-1-5,1
127.14-2-30,1
127.20-4-19,1
128.5-3-24,1
101.-1-98,1
127.12-3-28,1
127.12-3-25,1
206.-2-20,1
32.232-2-2.000,1
141.-1-5.2,1
192.-2-20.2,1
128.17-2-15,1
181.4-1-29,1
140.8-4-57,1
140.14-4-27,1
140.18-2-33.2,1
102.-1-47.12,1
246.-1-47,1
102.-1-47.11,1
127.14-1-3,1
114.19-1-14,1
102.-1-53,1
102.-1-36,1
127.8-1-7,1
154.1-3-4,1
154.1-2-8,1
140.11-1-69,1
114.15-1-15,1
208.7-3-5,1
9.058-5-2,1
194.20-4-5,1
115.13-4-3,1
140.11-1-14,1
233.20-2-32,1
140.8-2-6,1
153.11-1-10,1
140.18-2-30,1
127.15-1-13,1
127.16-1-15,1
153.10-2-6,1
127.19-3-14,1
233.16-1-8,1
115.13-4-1,1
140.15-3-34,1
153.9-1-7,1
9.066-1-35,1
127.-1-3.112,1
140.51-1-4,1
206.3-4-49,1
153.13-2-14,1
102.-1-113,1
140.42-1-49,1
127.8-1-43,1
140.18-2-28,1
127.12-4-18,1
153.10-2-17,1
153.11-1-17,1
140.12-1-19,1
140.42-2-5,1
140.14-1-36,1
128.13-3-5,1
153.10-3-10,1
9.074-4-11,1
153.14-2-13,1
192.-1-18.11,1
128.17-2-17,1
127.34-1-8,1
127.59-1-8,1
194.20-1-18,1
115.17-2-7,1
127.19-1-23,1
127.20-2-9,1
220.4-5-38,1
191.-4-15,1
127.12-4-21,1
9.058-3-26,1
193.-1-22,1
140.10-1-13,1
127.-3-50.11,1
140.11-3-16,1
127.14-2-45,1
154.1-3-29,1
153.7-3-1,1
128.13-4-1,1
155.-1-21.1,1
153.11-2-28,1
128.5-3-5,1
155.-1-13.12,1
140.10-1-41,1
114.20-2-16,1
194.2-2-39,1
128.-1-55,1
154.1-3-3,1
153.15-1-18.1,1
140.8-4-41,1
140.18-2-17,1
9.076-2-9,1
140.51-1-14,1
9.050-4-33,1
101.-1-54,1
153.-1-15.111,1
127.59-1-53,1
140.6-3-9,1
127.16-1-29,1
154.16-1-11,1
154.3-1-1,1
154.16-1-1,1
194.15-1-7.1,1
194.20-4-24,1
140.7-2-7,1
153.7-1-9,1
204.-5-2,1
140.51-1-36,1
115.18-1-9,1
140.18-2-31.2,1
140.14-3-10,1
127.59-1-50,1
129.-1-113,1
141.-4-5,1
192.-6-7,1
181.4-1-13,1
128.17-2-6,1
140.11-3-3,1
127.14-1-43,1
127.-2-15.1,1
9.058-2-22,1
9.050-4-10,1
115.-2-43,1
127.12-3-29,1
140.49-1-9,1
114.15-2-28,1
141.-1-11,1
191.-2-7.2,1
114.-2-56.2,1
9.068-8-17,1
115.13-4-13,1
115.17-2-25,1
141.-2-12,1
245.-5-60,1
128.-1-83.12,1
140.11-3-17,1
115.13-3-9,1
114.20-2-7,1
192.4-4-2,1
9.050-4-24.11,1
233.16-3-7,1
102.-1-83.2,1
220.4-5-54,1
127.-3-41,1
142.13-1-24,1
154.1-3-28,1
127.14-1-15,1
219.2-1-4.1,1
154.1-3-27,1
114.15-1-13,1
127.20-2-35,1
127.8-1-38,1
204.-2-1.2,1
114.20-2-57,1
154.1-3-26,1
154.1-2-6,1
209.-1-1.213,1
203.-2-10.2,1
127.18-1-4,1
154.-1-11.12,1
128.-1-16,1
153.7-4-5,1
140.14-4-8,1
205.4-1-37,1
140.15-3-39,1
204.-2-14.2,1
9.058-6-12,1
16.027-2-44,1
209.1-1-4,1
140.14-4-12,1
127.15-2-36,1
140.11-1-11,1
204.-2-23.3,1
203.-2-64,1
194.2-2-21,1
127.15-3-24,1
101.-1-103.12,1
128.13-1-16,1
114.15-1-14,1
127.14-1-55,1
191.-3-18.2,1
127.19-1-16,1
153.10-4-2,1
114.20-2-29,1
114.11-1-43,1
140.12-1-28,1
127.15-1-47,1
195.3-4-21,1
206.-6-4.21,1
127.18-2-3,1
9.042-11-20,1
203.4-4-1,1
205.-2-2.3,1
140.7-3-18,1
127.-2-21,1
140.8-3-40.1,1
194.2-1-26,1
140.12-1-49,1
114.-2-33,1
140.10-1-47,1
127.8-1-15,1
192.-6-1,1
